ENTRY,BEER,BREWERY,LOCATION,STYLE,SIZE,ABV,IBUs
691,Walloon (2014),Southern Star Brewing Company,"Conroe, TX",Saison / Farmhouse Ale,12 oz.,5.50%,N/A
690,Sobrehumano Palena'ole,Maui Brewing Company,"Lahaina, HI",American Amber / Red Ale,12 oz.,6.00%,24
689,Mystic Mama IPA,Jackie O's Pub & Brewery,"Athens, OH",American IPA,12 oz.,7.00%,N/A
688,Firefly Amber Ale,Jackie O's Pub & Brewery,"Athens, OH",American Amber / Red Ale,12 oz.,5.00%,N/A
687,Chomolungma Honey Nut Brown Ale,Jackie O's Pub & Brewery,"Athens, OH",English Brown Ale,12 oz.,6.70%,N/A
686,Saranac White IPA,Matt Brewing Company,"Utica, NY",American IPA,12 oz.,6.00%,N/A
685,Lava Lake Wit,Crazy Mountain Brewing Company,"Edwards, CO",Witbier,12 oz.,5.20%,15
684,Drop Dead Blonde,Stevens Point Brewery,"Stevens Point, WI",American Blonde Ale,12 oz.,3.50%,N/A
683,Upslope Belgian Style Pale Ale,Upslope Brewing Company,"Boulder, CO",Belgian Pale Ale,12 oz.,7.50%,30
682,Mjolnir Imperial IPA,Fearless Brewing Company,"Estacada, OR",American Double / Imperial IPA,16 oz.,6.90%,N/A
681,Summertime Ale,Crystal Springs Brewing Company,"Boulder, CO",Kölsch,16 oz.,5.20%,23
680,Boater Beer,Eddyline Brewery & Restaurant,"Buena Vista, CO",German Pilsener,16 oz.,4.50%,N/A
677,Big Red Coq (2012),Brewery Vivant,"Grand Rapids, MI",American Amber / Red Ale,16 oz.,6.20%,N/A
676,Halcyon Unfiltered Wheat,Tallgrass Brewing Company,"Manhattan, KS",American Pale Wheat Ale,16 oz.,5.00%,20
674,Quick Wit Belgianesque Ale,Fort George Brewery,"Astoria, OR",Witbier,16 oz.,5.20%,N/A
673,Dottie Seattle Lager,Emerald City Beer Company,"Seattle, WA",American Amber / Red Lager,16 oz.,4.90%,25
672,Hop A Potamus Double Dark Rye Pale Ale,Great River Brewery,"Davenport, IA",Rye Beer,16 oz.,9.00%,99
671,Zaison (2012),Brewery Vivant,"Grand Rapids, MI",Saison / Farmhouse Ale,16 oz.,9.00%,N/A
670,Vivant Tripel (2012),Brewery Vivant,"Grand Rapids, MI",Tripel,16 oz.,9.20%,N/A
669,Trebuchet Double IPA (2012),Brewery Vivant,"Grand Rapids, MI",Belgian IPA,16 oz.,9.70%,N/A
668,Mucho Aloha Hawaiian Pale Ale,Butcher's Brewing,"Carlsbad, CA",American Pale Ale (APA),12 oz.,5.60%,36
667,Blue Point Summer Ale,Blue Point Brewing Company,"Patchogue, NY",American Blonde Ale,12 oz.,4.40%,16
666,Rodeo Clown Double IPA,Karbach Brewing Company,"Houston, TX",American Double / Imperial IPA,12 oz.,9.50%,85
665,Toasted Lager,Blue Point Brewing Company,"Patchogue, NY",Vienna Lager,12 oz.,5.50%,28
664,Elevated IPA,La Cumbre Brewing Company,"Albuquerque, NM",American IPA,16 oz.,7.20%,100
663,TailGate IPA,TailGate Beer,"San Diego, CA",American IPA,24 oz.,5.00%,44
662,TailGate IPA,TailGate Beer,"San Diego, CA",American IPA,12 oz.,5.00%,44
661,Chaka,Oskar Blues Brewery,"Longmont, CO",Belgian Strong Pale Ale,16 oz. Alumi-Tek®,8.00%,N/A
660,Chaka,Sun King Brewing Company,"Indianapolis, IN",Belgian Strong Pale Ale,16 oz. Alumi-Tek®,8.00%,N/A
659,Crabtree Oatmeal Stout,Crabtree Brewing Company,"Greeley, CO",Oatmeal Stout,16 oz.,7.50%,29
658,HUB Lager,Hopworks Urban Brewery,"Portland, OR",Czech Pilsener,16 oz.,5.10%,32
657,Summer of Lager,Cisco Brewers,"Nantucket, MA",Munich Helles Lager,12 oz.,6.20%,N/A
656,Indie Pale Ale,Cisco Brewers,"Nantucket, MA",American IPA,12 oz.,6.50%,N/A
655,Farmer Brown Ale,Great River Brewery,"Davenport, IA",American Brown Ale,16 oz.,7.00%,22
654,Undun Blonde Ale (2012),Natian Brewery,"Portland, OR",American Blonde Ale,16 oz.,5.30%,N/A
653,Hopworks IPA (2012),Hopworks Urban Brewery,"Portland, OR",American IPA,16 oz.,6.60%,75
652,West Sixth IPA,West Sixth Brewing,"Lexington, KY",American IPA,12 oz.,???,N/A
651,Isis,Sun King Brewing Company,"Indianapolis, IN",American Double / Imperial IPA,16 oz.,9.10%,91
650,Three Kings Ale,Stevens Point Brewery,"Stevens Point, WI",Kölsch,12 oz.,4.90%,13
649,Great Crescent Brown Ale,Great Crescent Brewery,"Aurora, IN",American Brown Ale,16 oz.,4.50%,36
648,Fairweather IPA,Broken Tooth Brewing Company,"Anchorage, AK",American IPA,12 oz.,6.10%,64
647,Full Boar Scotch Ale,Devil's Canyon Brewery,"Belmont, CA",Scotch Ale / Wee Heavy,16 oz.,7.40%,12
646,Nut Brown Ale,New South Brewing Company,"Myrtle Beach, SC",English Brown Ale,12 oz.,5.40%,N/A
645,Rocket Bike American Lager,Moab Brewery,"Moab, UT",California Common / Steam Beer,16 oz.,4.00%,N/A
644,Johnny's American IPA,Moab Brewery,"Moab, UT",American IPA,16 oz.,4.00%,N/A
643,Big River Pilsner,Big River Brewing Company,"Chattanooga, TN",Czech Pilsener,12 oz.,5.00%,32
642,Outlaw IPA (2015),Two Brothers Brewing Company,"Warrenville, IL",American IPA,12 oz.,6.50%,N/A
641,Hoppy Boy,Twisted Pine Brewing Company,"Boulder, CO",American IPA,16 oz.,6.20%,65
640,Hipster Ale (Westbrook Brewing),Evil Twin Brewing,"Brooklyn, NY",American Pale Ale (APA),12 oz.,5.50%,N/A
639,Cherry Ale (1),Great Crescent Brewery,"Aurora, IN",Fruit / Vegetable Beer,16 oz.,5.70%,18
638,White Zombie Ale,Catawba Brewing Company,"Morganton, NC",Witbier,12 oz.,4.70%,N/A
637,Monkeynaut IPA,Straight to Ale,"Huntsville, AL",American IPA,12 oz.,7.20%,70
636,Ryeteous Rye IPA (2012),Renegade Brewing Company,"Denver, CO",American IPA,16 oz.,7.00%,100
633,Firestarter India Pale Ale,Bonfire Brewing Company,"Eagle, CO",American IPA,16 oz.,6.60%,72
632,House Brand IPA,Big River Brewing Company,"Chattanooga, TN",American IPA,12 oz.,6.00%,55
631,Flagship Ale,Grey Sail Brewing of Rhode Island,"Westerly, RI",Cream Ale,12 oz.,4.90%,22
630,Apollo,Sixpoint Craft Ales,"Brooklyn, NY",American Pale Wheat Ale,16 oz.,5.20%,11
629,Harbinger,Sixpoint Craft Ales,"Brooklyn, NY",Saison / Farmhouse Ale,16 oz.,4.90%,35
628,Resin,Sixpoint Craft Ales,"Brooklyn, NY",American Double / Imperial IPA,12 oz.,9.10%,103
627,Kludde,Brewery Vivant,"Grand Rapids, MI",Belgian Strong Dark Ale,16 oz.,8.50%,N/A
626,Aurora Lager (2011),Great Crescent Brewery,"Aurora, IN",Dortmunder / Export Lager,16 oz.,5.70%,27
625,Desert Magic IPA,Mudshark Brewing Company,"Lake Havasu City, AZ",American IPA,12 oz.,7.20%,N/A
623,TailGate Hefeweizen,TailGate Beer,"San Diego, CA",Hefeweizen,24 oz.,4.90%,28
622,Blacktop Blonde,TailGate Beer,"San Diego, CA",American Blonde Ale,24 oz.,5.00%,19
620,B3K Black Lager,Wynkoop Brewing Company,"Denver, CO",Schwarzbier,12 oz.,5.50%,N/A
619,Wachusett Blueberry Ale,Wachusett Brewing Company,"Westminster, MA",Fruit / Vegetable Beer,12 oz.,4.50%,10
618,Green Monsta IPA,Wachusett Brewing Company,"Westminster, MA",American IPA,12 oz.,6.00%,55
617,Zonker Stout,Snake River Brewing Company,"Jackson, WY",Foreign / Export Stout,12 oz.,5.40%,36
616,Oregon Trail Unfiltered Raspberry Wheat,High Noon Saloon And Brewery,"Leavenworth, KS",Fruit / Vegetable Beer,12 oz.,4.50%,N/A
615,Frosted Fields Winter Wheat,Great Crescent Brewery,"Aurora, IN",American Dark Wheat Ale,16 oz.,6.00%,25
614,Upslope Foreign Style Stout,Upslope Brewing Company,"Boulder, CO",Foreign / Export Stout,12 oz.,6.90%,N/A
613,Mountain Livin' Pale Ale,Crazy Mountain Brewing Company,"Edwards, CO",American Pale Ale (APA),12 oz.,6.00%,N/A
612,1327 Pod's ESB,Blue Blood Brewing Company,"Lincoln, NE",Extra Special / Strong Bitter (ESB),12 oz.,5.60%,37
611,834 Happy As Ale,Blue Blood Brewing Company,"Lincoln, NE",American Pale Ale (APA),12 oz.,4.60%,35
610,UFO White,Harpoon Brewery,"Boston, MA",American Pale Wheat Ale,12 oz.,4.80%,10
609,Rosa Hibiscus Ale,Revolution Brewing Company,"Chicago, IL",Herbed / Spiced Beer,12 oz.,5.80%,15
608,Snake Dog IPA,Flying Dog Brewery,"Frederick, MD",American IPA,12 oz.,7.10%,60
607,Underdog Atlantic Lager,Flying Dog Brewery,"Frederick, MD",American Pale Lager,12 oz.,4.70%,28
606,Scotty K NA,Uncommon Brewers,"Santa Cruz, CA",Low Alcohol Beer,16 oz.,0.10%,N/A
603,Midwest Charm Farmhouse Ale,Okoboji Brewing Company,"Spirit Lake, IA",Saison / Farmhouse Ale,16 oz.,6.00%,29
602,Boji Blue Pale Ale,Okoboji Brewing Company,"Spirit Lake, IA",American Pale Ale (APA),16 oz.,5.00%,45
601,Winter Games Select #32 Stout,Okoboji Brewing Company,"Spirit Lake, IA",American Stout,16 oz.,5.70%,26
600,Boji Beach Golden Rye Ale,Okoboji Brewing Company,"Spirit Lake, IA",Rye Beer,16 oz.,5.00%,23
599,Santa Fe Irish Red Ale,Santa Fe Brewing Company,"Santa Fe, NM",Irish Red Ale,12 oz.,4.50%,N/A
597,This Season's Blonde,Aspen Brewing Company,"Aspen, CO",American Blonde Ale,12 oz.,5.60%,27
596,Independence Pass Ale,Aspen Brewing Company,"Aspen, CO",American IPA,12 oz.,7.00%,67
595,8-Bit Pale Ale,Tallgrass Brewing Company,"Manhattan, KS",American Pale Ale (APA),16 oz.,5.20%,N/A
594,Triangle India Pale Ale,Triangle Brewing Company,"Durham, NC",American IPA,12 oz.,5.70%,N/A
590,Longboard Island Lager,Kona Brewing Company,"Kona, HI",American Amber / Red Lager,12 oz.,4.60%,18
589,Bridal Veil Rye Pale Ale,Telluride Brewing Company,"Telluride, CO",American Pale Ale (APA),12 oz.,5.50%,N/A
588,Schlafly Hefeweizen,Schlafly Brewing Company,"Saint Louis, MO",Hefeweizen,12 oz.,4.10%,16
587,Snowshoe White Ale,Midnight Sun Brewing Company,"Anchorage, AK",Witbier,12 oz.,4.80%,12
586,Kodiak Brown Ale,Midnight Sun Brewing Company,"Anchorage, AK",American Brown Ale,12 oz.,5.00%,24
585,HGH (Home Grown Hops): Part Duh,Oskar Blues Brewery,"Longmont, CO",American Strong Ale,12 oz.,8.00%,70
584,Wee Muckle (2011),Sun King Brewing Company,"Indianapolis, IN",Scotch Ale / Wee Heavy,16 oz.,9.00%,30
583,Long Hammer IPA,Redhook Brewery,"Woodinville, WA",American IPA,12 oz.,6.50%,44
582,Balt Altbier,Union Craft Brewing,"Baltimore, MD",Altbier,12 oz.,6.00%,N/A
581,312 Urban Wheat Ale (2012),Goose Island Brewing Company,"Chicago, IL",American Pale Wheat Ale,12 oz.,4.20%,20
580,Narragansett Cream Ale,Narragansett Brewing Company,"Providence, RI",Cream Ale,16 oz.,5.00%,22
579,Big Sky IPA (2012),Big Sky Brewing Company,"Missoula, MT",American IPA,12 oz.,6.20%,65
578,Shift,New Belgium Brewing Company,"Fort Collins, CO",American Pale Lager,16 oz.,5.00%,29
577,Bomb Lager (New Recipe),Bomb Beer Company,"New York, NY",Munich Helles Lager,12 oz.,5.10%,N/A
576,White Thai,Westbrook Brewing Company,"Mt. Pleasant, SC",Witbier,12 oz.,5.00%,16
575,Westbrook IPA,Westbrook Brewing Company,"Mt. Pleasant, SC",American IPA,12 oz.,6.80%,65
574,Blackbeary Wheat,Long Trail Brewing Company,"Bridgewater Corners, VT",Fruit / Vegetable Beer,12 oz.,4.00%,8
573,Long Trail Ale (1),Long Trail Brewing Company,"Bridgewater Corners, VT",Altbier,12 oz.,4.60%,30
572,Barney Flats Oatmeal Stout (2012),Anderson Valley Brewing Company,"Boonville, CA",Oatmeal Stout,12 oz.,5.70%,13
571,Maduro Brown Ale,Cigar City Brewing Company,"Tampa, FL",American Brown Ale,12 oz.,5.50%,25
570,Hotter Than Helles Lager,Cigar City Brewing Company,"Tampa, FL",Munich Helles Lager,12 oz.,5.00%,N/A
569,Tocobaga Red Ale,Cigar City Brewing Company,"Tampa, FL",American Amber / Red Ale,12 oz.,7.20%,75
568,668 Neighbor of the Beast,New England Brewing Company,"Woodbridge, CT",Belgian Pale Ale,12 oz.,9.00%,N/A
,12 oz.,,,,,,
567,Churchkey Pilsner Style Beer,Churchkey Can Company,"Seattle, WA",American Pilsner,12 oz.,4.90%,29
566,East India Pale Ale,Brooklyn Brewery,"Brooklyn, NY",English India Pale Ale (IPA),12 oz.,6.80%,47
565,Deviant Dale's IPA,Oskar Blues Brewery,"Longmont, CO",American Double / Imperial IPA,16 oz.,8.00%,N/A
564,Ranger IPA,New Belgium Brewing Company,"Fort Collins, CO",American IPA,16 oz.,6.50%,70
563,Fat Tire Amber Ale,New Belgium Brewing Company,"Fort Collins, CO",American Amber / Red Ale,16 oz.,5.20%,18
562,Sunrise Oatmeal Pale Ale,Fort George Brewery,"Astoria, OR",American Pale Ale (APA),16 oz.,5.50%,N/A
560,Persnickety Pale,Two Beers Brewing Company,"Seattle, WA",American Pale Ale (APA),12 oz.,5.70%,36
559,Jon Boat Coastal Ale,Intuition Ale Works,"Jacksonville, FL",American Blonde Ale,12 oz.,4.50%,20
558,I-10 IPA,Intuition Ale Works,"Jacksonville, FL",American IPA,12 oz.,6.80%,55
556,Eclipse Black IPA,Crabtree Brewing Company,"Greeley, CO",American Black Ale,16 oz.,7.70%,71
555,Le Mort Vivant (2011),Southern Star Brewing Company,"Conroe, TX",Bière de Garde,12 oz.,6.90%,23
553,People's Pale Ale,Intuition Ale Works,"Jacksonville, FL",American Pale Ale (APA),12 oz.,5.30%,28
552,Cavatica Stout,Fort George Brewery,"Astoria, OR",American Double / Imperial Stout,16 oz.,8.80%,N/A
550,Rocket Girl,Asheville Brewing Company,"Asheville, NC",Kölsch,12 oz.,3.20%,27
549,Point the Way IPA (2012),Golden Road Brewing,"Los Angeles, CA",American IPA,16 oz.,5.90%,60
548,Golden Road Hefeweizen (2012),Golden Road Brewing,"Los Angeles, CA",Hefeweizen,16 oz.,4.60%,15
547,La Perouse White,Maui Brewing Company,"Lahaina, HI",Witbier,12 oz.,5.00%,12
546,Jai Alai IPA,Cigar City Brewing Company,"Tampa, FL",American IPA,12 oz.,7.50%,70
545,Florida Cracker Belgian Wit,Cigar City Brewing Company,"Tampa, FL",Witbier,12 oz.,5.00%,18
544,Old Elephant Foot IPA,Tampa Bay Brewing Company,"Tampa, FL",American IPA,16 oz.,7.00%,80
543,Bacon Brown Ale,Uncommon Brewers,"Santa Cruz, CA",American Brown Ale,16 oz.,6.80%,N/A
542,Canyon Cream Ale,Crow Peak Brewing Company,"Spearfish, SD",Cream Ale,12 oz.,5.50%,N/A
541,Walter's Premium Pilsener Beer,Northwoods Brewpub,"Eau Claire, WI",German Pilsener,12 oz.,4.50%,N/A
540,Big Cock IPA,Great River Brewery,"Davenport, IA",American IPA,16 oz.,7.00%,70
539,Oktoberfest,Great River Brewery,"Davenport, IA",Märzen / Oktoberfest,16 oz.,5.90%,25
538,Tour de Nez Belgian IPA (Current),Buckbean Brewing Company,"Reno, NV",Belgian IPA,16 oz.,8.00%,N/A
537,Velvet Rooster,Tallgrass Brewing Company,"Manhattan, KS",Tripel,16 oz.,8.50%,N/A
534,Dirty Blonde Ale,Atwater Brewery,"Detroit, MI",American Blonde Ale,12 oz.,4.50%,8
533,Amber Road,Baxter Brewing Company,"Lewiston, ME",American Amber / Red Ale,12 oz.,5.50%,35
532,Grapefruit Jungle (GFJ) (2011),Sun King Brewing Company,"Indianapolis, IN",American IPA,16 oz.,7.50%,77
531,Special Edition: Allies Win The War!,21st Amendment Brewery,"San Francisco, CA",English Strong Ale,12 oz.,8.50%,52
530,Flagship IPA,Carolina Brewery,"Pittsboro, NC",English India Pale Ale (IPA),12 oz.,5.70%,N/A
529,Tin Roof Blonde Ale,Tin Roof Brewing Company,"Baton Rouge, LA",American Blonde Ale,12 oz.,4.50%,18
528,Grand Circus IPA,Atwater Brewery,"Detroit, MI",American IPA,12 oz.,5.00%,62
527,Atwater's Lager,Atwater Brewery,"Detroit, MI",Munich Helles Lager,12 oz.,5.00%,12
526,Sun King Oktoberfest (2011),Sun King Brewing Company,"Indianapolis, IN",Märzen / Oktoberfest,16 oz.,5.50%,23
525,Diesel,Sixpoint Craft Ales,"Brooklyn, NY",American Stout,16 oz.,6.30%,69
524,Dolores River Hefeweizen,Dolores River Brewery,"Dolores, CO",Hefeweizen,16 oz.,???,N/A
523,Winter Solstice,Anderson Valley Brewing Company,"Boonville, CA",Winter Warmer,12 oz.,6.90%,6
521,McKinney Eddy Amber Ale,Piney River Brewing Company,"Bucryus, MO",American Amber / Red Ale,16 oz.,5.50%,20
520,Inclined Plane Ale,Flat Rock Brewing Company,"Smithton, PA",American IPA,12 oz.,???,N/A
519,SoDo Brown Ale,Two Beers Brewing Company,"Seattle, WA",American Brown Ale,12 oz.,5.40%,20
518,Immersion Amber Ale (2011),Two Beers Brewing Company,"Seattle, WA",American Amber / Red Ale,12 oz.,5.20%,27
517,40th Annual Bix Street Fest Copper Ale (Current),Great River Brewery,"Davenport, IA",American Amber / Red Ale,16 oz.,4.80%,25
516,Jockamo IPA,Abita Brewing Company,"Abita Springs, LA",American IPA,12 oz.,6.50%,52
515,Purple Haze,Abita Brewing Company,"Abita Springs, LA",Fruit / Vegetable Beer,12 oz.,4.20%,13
514,Abita Amber,Abita Brewing Company,"Abita Springs, LA",American Amber / Red Lager,12 oz.,4.50%,17
513,Bomb Lager (Old Recipe),Bomb Beer Company,"New York, NY",Munich Helles Lager,12 oz.,4.50%,27
512,Autumnation (2011-12) (2011),Sixpoint Craft Ales,"Brooklyn, NY",Pumpkin Ale,16 oz.,6.00%,48
511,High Country Pilsner (Current),Mammoth Brewing Company,"Mammoth Lakes, CA",German Pilsener,12 oz.,4.20%,N/A
509,T-Rail Pale Ale,Old Forge Brewing Company,"Danville, PA",American Pale Ale (APA),16 oz.,5.50%,N/A
508,Endless Summer Ale (2011),Old Forge Brewing Company,"Danville, PA",American Pale Wheat Ale,16 oz.,4.80%,N/A
507,Firewater India Pale Ale,Catawba Brewing Company,"Morganton, NC",American IPA,12 oz.,5.20%,N/A
506,Great Falls Select Pale Ale,Harvest Moon Brewing Company,"Belt, MT",American Blonde Ale,12 oz.,???,N/A
505,Evolutionary IPA (2011),Two Beers Brewing Company,"Seattle, WA",American IPA,12 oz.,6.20%,70
504,Roler Bock (Current),Buckbean Brewing Company,"Reno, NV",Maibock / Helles Bock,16 oz.,???,N/A
502,Alteration,Hops & Grain Brewery,"Austin, TX",Altbier,12 oz.,5.10%,40
501,Pale Dog,Hops & Grain Brewery,"Austin, TX",American Pale Ale (APA),12 oz.,6.00%,50
499,Alphadelic IPA (2011),Hop Valley Brewing Company,"Springfield, OR",American IPA,12 oz.,6.50%,90
498,Double D Blonde (2011),Hop Valley Brewing Company,"Springfield, OR",American Blonde Ale,12 oz.,4.90%,20
497,Hilliard's Amber Ale,Hilliard's Beer,"Seattle, WA",American Amber / Red Ale,16 oz.,5.50%,60
496,Hilliard's Saison,Hilliard's Beer,"Seattle, WA",Saison / Farmhouse Ale,16 oz.,6.60%,30
495,Voodoo Bengal Pale Ale,Tin Roof Brewing Company,"Baton Rouge, LA",American Pale Ale (APA),12 oz.,5.50%,37
494,Perfect Tin Amber,Tin Roof Brewing Company,"Baton Rouge, LA",American Amber / Red Ale,12 oz.,4.50%,28
486,Hopitoulas IPA,New Orleans Lager & Ale Brewing ...,"New Orleans, LA",American IPA,16 oz.,6.50%,N/A
485,NOLA Brown Ale,New Orleans Lager & Ale Brewing ...,"New Orleans, LA",English Dark Mild Ale,12 oz.,3.90%,N/A
484,NOLA Blonde Ale,New Orleans Lager & Ale Brewing ...,"New Orleans, LA",American Blonde Ale,12 oz.,4.90%,N/A
482,Trailhead India Style Session Ale (2011),Two Beers Brewing Company,"Seattle, WA",American IPA,12 oz.,4.80%,48
481,Threadless IPA,Finch's Beer Company,"Chicago, IL",American IPA,16 oz.,7.50%,N/A
480,Farmer Ted's Farmhouse Cream Ale,Catawba Brewing Company,"Morganton, NC",Cream Ale,12 oz.,5.60%,N/A
479,Missouri Mule India Pale Ale,Piney River Brewing Company,"Bucryus, MO",American IPA,16 oz.,7.00%,70
478,Great Crescent Belgian Style Wit,Great Crescent Brewery,"Aurora, IN",Witbier,16 oz.,5.10%,13
477,White Water Wheat,Grand Canyon Brewing Company,"Williams, AZ",American Pale Wheat Ale,12 oz.,5.00%,N/A
476,Grand Canyon American Pilsner,Grand Canyon Brewing Company,"Williams, AZ",American Pilsner,12 oz.,5.20%,N/A
475,Yellowstone Golden Ale,Lewis and Clark Brewing Company,"Helena, MT",Kölsch,12 oz.,5.10%,N/A
474,Tumbleweed IPA,Lewis and Clark Brewing Company,"Helena, MT",American IPA,12 oz.,5.70%,N/A
473,Lewis & Clark Amber Ale,Lewis and Clark Brewing Company,"Helena, MT",American Amber / Red Ale,12 oz.,5.00%,N/A
472,Miner's Gold Hefeweizen,Lewis and Clark Brewing Company,"Helena, MT",Hefeweizen,12 oz.,5.00%,N/A
471,Back Country Scottish Ale,Lewis and Clark Brewing Company,"Helena, MT",Scottish Ale,12 oz.,5.70%,N/A
470,Bozone Select Amber Ale,Bozeman Brewing Company,"Bozeman, MT",American Amber / Red Ale,12 oz.,5.50%,N/A
469,Fox Tail Gluten Free Ale,Joseph James Brewing Company,"Henderson, NV",American Pale Ale (APA),12 oz.,5.00%,50
468,Hop Box Imperial IPA,Joseph James Brewing Company,"Henderson, NV",American Double / Imperial IPA,12 oz.,9.30%,90
467,Joseph James American Lager,Joseph James Brewing Company,"Henderson, NV",American Adjunct Lager,12 oz.,5.20%,15
466,Top Rope Mexican-style Craft Lager,Upslope Brewing Company,"Boulder, CO",Vienna Lager,12 oz.,4.80%,15
465,Sympathy for the Lager,Karbach Brewing Company,"Houston, TX",American Amber / Red Lager,12 oz.,4.90%,45
464,Weisse Versa,Karbach Brewing Company,"Houston, TX",Hefeweizen,12 oz.,5.20%,15
463,Hopadillo India Pale Ale,Karbach Brewing Company,"Houston, TX",American IPA,12 oz.,6.60%,70
457,Dundee Summer Wheat Beer,Dundee Brewing Company,"Rochester, NY",American Pale Wheat Ale,12 oz.,4.50%,18
456,Point Oktoberfest,Stevens Point Brewery,"Stevens Point, WI",Märzen / Oktoberfest,12 oz.,5.70%,15
455,Bourbon's Barrel Stout,Great Crescent Brewery,"Aurora, IN",American Stout,16 oz.,7.50%,65
453,Saranac Summer Ale (2011),Matt Brewing Company,"Utica, NY",American Pale Wheat Ale,12 oz.,4.70%,N/A
451,Panorama Wheat Ale,Two Beers Brewing Company,"Seattle, WA",American Pale Wheat Ale,12 oz.,4.60%,N/A
450,Dolores River ESB,Dolores River Brewery,"Dolores, CO",Extra Special / Strong Bitter (ESB),16 oz.,???,N/A
449,Snaggletooth Double Pale Ale,Dolores River Brewery,"Dolores, CO",American Double / Imperial IPA,16 oz.,???,N/A
448,Dolores River Pale Ale,Dolores River Brewery,"Dolores, CO",American Pale Ale (APA),16 oz.,???,N/A
447,Dolores River Dry Stout,Dolores River Brewery,"Dolores, CO",Irish Dry Stout,16 oz.,???,N/A
446,Dolores River Mild,Dolores River Brewery,"Dolores, CO",English Dark Mild Ale,16 oz.,???,N/A
445,Special Amber,Sprecher Brewing Company,"Glendale, WI",Vienna Lager,12 oz.,5.00%,22
444,Upslope Craft Lager,Upslope Brewing Company,"Boulder, CO",Vienna Lager,12 oz.,4.80%,22
442,Great Crescent Stout,Great Crescent Brewery,"Aurora, IN",English Stout,16 oz.,8.00%,66
441,Great Crescent Coconut Porter (2012),Great Crescent Brewery,"Aurora, IN",American Porter,16 oz.,5.60%,33
440,Great Crescent Dark Lager,Great Crescent Brewery,"Aurora, IN",Euro Dark Lager,16 oz.,5.70%,23
439,Great Crescent Mild Ale,Great Crescent Brewery,"Aurora, IN",English Dark Mild Ale,16 oz.,4.20%,26
436,Great Crescent IPA (2011),Great Crescent Brewery,"Aurora, IN",American IPA,16 oz.,6.20%,60
435,Flyin' HI.P.Hay,Maui Brewing Company,"Lahaina, HI",American IPA,12 oz.,6.80%,68
434,Sockeye Red IPA,Midnight Sun Brewing Company,"Anchorage, AK",American IPA,12 oz.,5.70%,70
433,Greenville Pale Ale,Twin Lakes Brewing Company,"Greenville, DE",American Pale Ale (APA),12 oz.,5.50%,52
432,Hop Crisis,21st Amendment Brewery,"San Francisco, CA",American Double / Imperial IPA,12 oz.,9.70%,94
431,Colorado Native (2011),AC Golden Brewing Company,"Golden, CO",American Amber / Red Lager,12 oz.,5.50%,26
430,Hop Slayer Double IPA (2011),Wild Onion Brewing Company,"Lake Barrington, IL",American Double / Imperial IPA,12 oz.,8.20%,100
429,Ninja Porter,Asheville Brewing Company,"Asheville, NC",American Porter,12 oz.,5.30%,26
428,Shiva IPA,Asheville Brewing Company,"Asheville, NC",American IPA,12 oz.,6.00%,69
427,Sky Blue Golden Ale,Carolina Brewery,"Pittsboro, NC",Kölsch,12 oz.,5.10%,N/A
426,Torpedo,Sierra Nevada Brewing Company,"Chico, CA",American IPA,16 oz.,7.20%,65
425,The Crisp (2011),Sixpoint Craft Ales,"Brooklyn, NY",German Pilsener,16 oz.,5.40%,42
424,Sweet Action (2011),Sixpoint Craft Ales,"Brooklyn, NY",Cream Ale,16 oz.,5.20%,34
423,Righteous Ale (2011),Sixpoint Craft Ales,"Brooklyn, NY",Rye Beer,16 oz.,6.30%,57
422,Bengali Tiger (2011),Sixpoint Craft Ales,"Brooklyn, NY",American IPA,16 oz.,6.40%,62
421,Mustang Golden Ale,Mustang Brewing Company,"Mustang, OK",American Blonde Ale,12 oz.,5.30%,10
420,Washita Wheat,Mustang Brewing Company,"Mustang, OK",American Pale Wheat Ale,12 oz.,5.30%,14
419,Second Wind Pale Ale,Mother Earth Brewing Company,"Kinston, NC",American Pale Ale (APA),12 oz.,5.00%,N/A
418,Fistmas Ale,Revolution Brewing Company,"Chicago, IL",Herbed / Spiced Beer,12 oz.,6.10%,31
417,Oktoberfest Revolution,Revolution Brewing Company,"Chicago, IL",Märzen / Oktoberfest,12 oz.,5.70%,25
416,Eugene Porter,Revolution Brewing Company,"Chicago, IL",American Porter,12 oz.,6.80%,28
415,Anti-Hero IPA,Revolution Brewing Company,"Chicago, IL",American IPA,12 oz.,6.50%,70
414,Bottom Up Belgian Wit,Revolution Brewing Company,"Chicago, IL",Witbier,12 oz.,5.00%,14
413,Sky High Rye,Arcadia Brewing Company,"Battle Creek, MI",American Pale Ale (APA),12 oz.,6.00%,55
412,Halcyon Unfiltered Wheat,Tallgrass Brewing Company,"Manhattan, KS",American Pale Wheat Ale,12 oz.,5.00%,20
410,River Pig Pale Ale,Angry Minnow Brewing Company,"Hayward, WI",American Pale Ale (APA),16 oz.,5.40%,N/A
409,Oaky's Oatmeal Stout,Angry Minnow Brewing Company,"Hayward, WI",Oatmeal Stout,16 oz.,4.70%,N/A
408,Sunny Haze,Mother Earth Brewing Company,"Kinston, NC",Hefeweizen,12 oz.,5.00%,N/A
407,OB-1 Organic Ale,Snake River Brewing Company,"Jackson, WY",English Brown Ale,12 oz.,5.00%,22
