ENTRY,BEER,BREWERY,LOCATION,STYLE,SIZE,ABV,IBUs
2440,Bay of Bengal Double IPA (2014),Christian Moerlein Brewing Company,"Cincinnati, OH",American Double / Imperial IPA,12 oz.,8.90%,126
2439,Christmas Ale,West Sixth Brewing,"Lexington, KY",Herbed / Spiced Beer,12 oz.,9.00%,N/A
2438,Rhode Island Blueberry,Coastal Extreme Brewing Company,"Newport, RI",Kölsch,12 oz.,4.60%,11
2437,Newport Storm IPA,Coastal Extreme Brewing Company,"Newport, RI",American IPA,12 oz.,6.50%,75
2436,Amber Ale,King Street Brewing Company,"Anchorage, AK",American Amber / Red Ale,12 oz.,5.10%,N/A
2435,Watermelon Ale,Beer Works Brewery,"Lowell, MA",Fruit / Vegetable Beer,12 oz.,5.00%,10
2434,Peach Pale Ale,Lone Tree Brewing Company,"Lone Tree, CO",American Pale Ale (APA),12 oz.,5.70%,40
2433,Sous Chef,Brewery Vivant,"Grand Rapids, MI",Belgian Strong Pale Ale,16 oz.,8.20%,N/A
2432,White Reaper,Evil Czech Brewery,"Mishawaka, IN",Belgian IPA,16 oz.,7.00%,61
2431,Bobblehead,Evil Czech Brewery,"Mishawaka, IN",American Pale Wheat Ale,16 oz.,5.10%,N/A
2430,Lucky Dog,Evil Czech Brewery,"Mishawaka, IN",American Pale Ale (APA),16 oz.,5.20%,N/A
2429,Voodoo,Evil Czech Brewery,"Mishawaka, IN",American Porter,16 oz.,4.80%,N/A
2428,Four String Vanilla Porter,Four String Brewing Company,"Columbus, OH",American Porter,12 oz.,6.00%,N/A
2427,Suncaster Summer Wheat,Four String Brewing Company,"Columbus, OH",American Pale Wheat Ale,12 oz.,5.00%,28
2426,Clean Shave IPA,Glabrous Brewing Company,"Pineland, ME",American IPA,12 oz.,6.70%,70
2425,Brass Knuckle Pale Ale,Four String Brewing Company,"Columbus, OH",American Pale Ale (APA),12 oz.,5.70%,36
2424,Big Star White IPA,Four String Brewing Company,"Columbus, OH",American White IPA,12 oz.,7.00%,70
2423,Fenway American Pale Ale,Beer Works Brewery,"Lowell, MA",American Pale Ale (APA),12 oz.,5.80%,45
2422,Firestarter India Pale Ale,Bonfire Brewing Company,"Eagle, CO",American IPA,12 oz.,6.60%,72
2421,Watermelon Ale,Thomas Hooker Brewing Company,"Bloomfield, CT",Fruit / Vegetable Beer,12 oz.,5.10%,11
2420,Back Bay IPA,Beer Works Brewery,"Lowell, MA",American IPA,12 oz.,6.80%,85
2419,Bunker Hill Blueberry Ale,Beer Works Brewery,"Lowell, MA",Other,12 oz.,4.80%,16
2418,Dubbelicious,Brewery Vivant,"Grand Rapids, MI",Dubbel,16 oz.,6.50%,N/A
2417,4000 Footer IPA,"Woodstock Inn, Station & Brewery","North Woodstock, NH",American IPA,12 oz.,6.50%,82
2416,Psychopomp,Brewery Vivant,"Grand Rapids, MI",Belgian Dark Ale,16 oz.,6.20%,N/A
2415,Unchained #18 Hop Silo,Summit Brewing Company,"St. Paul, MN",American Double / Imperial IPA,16 oz.,8.30%,100
2414,Consilium,Renegade Brewing Company,"Denver, CO",American Pale Ale (APA),12 oz.,5.00%,40
2413,Cali Creamin',Mother Earth Brew Company,"Vista, CA",Cream Ale,12 oz.,5.20%,21
2412,Deception,Black Market Brewing Company,"Temecula, CA",American Blonde Ale,12 oz.,4.50%,16
2411,Nitro Can Coffee Stout,Vault Brewing Company,"Yardley, PA",American Stout,12 oz.,5.20%,N/A
2410,Harness the Winter,Bent Paddle Brewing Company,"Duluth, MN",American IPA,12 oz.,7.20%,87
2409,Doomtree,Surly Brewing Company,"Brooklyn Center, MN",Extra Special / Strong Bitter (ESB),16 oz.,5.70%,N/A
2408,Welcome to Scoville,Jailbreak Brewing Company,"Laurel, MD",American IPA,12 oz,6.90%,N/A
2407,Rule G IPA,Smartmouth Brewing Company,"Norfolk, VA",American IPA,12 oz.,7.00%,88
2406,Murphy's Law,Smartmouth Brewing Company,"Norfolk, VA",American Amber / Red Ale,12 oz.,5.80%,35
2405,Alter Ego,Smartmouth Brewing Company,"Norfolk, VA",Saison / Farmhouse Ale,12 oz.,6.20%,33
2404,Hop in the ‘Pool Helles,Base Camp Brewing Co.,"Portland, OR",American Pilsner,12 oz.,4.90%,22
2403,P-Town Pilsner,Alameda Brewing,"Portland, OR",American Pilsner,12 oz.,4.00%,20
2402,Klickitat Pale Ale,Alameda Brewing,"Portland, OR",American Pale Ale (APA),12 oz.,5.30%,36
2401,Yellow Wolf Imperial IPA,Alameda Brewing,"Portland, OR",American Double / Imperial IPA,12 oz.,8.20%,103
2400,Nonstop Hef Hop,Hopworks Urban Brewery,"Portland, OR",American Pale Wheat Ale,16 oz.,3.90%,20
2399,Nonstop Hef Hop,Hopworks Urban Brewery,"Portland, OR",American Pale Wheat Ale,16 oz.,3.90%,20
2398,Nonstop Hef Hop,Hopworks Urban Brewery,"Portland, OR",American Pale Wheat Ale,16 oz.,3.90%,20
2397,Nonstop Hef Hop,Hopworks Urban Brewery,"Portland, OR",American Pale Wheat Ale,16 oz.,3.90%,20
2396,Nonstop Hef Hop,Hopworks Urban Brewery,"Portland, OR",American Pale Wheat Ale,16 oz.,3.90%,20
2395,Nonstop Hef Hop,Hopworks Urban Brewery,"Portland, OR",American Pale Wheat Ale,16 oz.,3.90%,20
2394,Nonstop Hef Hop,Hopworks Urban Brewery,"Portland, OR",American Pale Wheat Ale,16 oz.,3.90%,20
2393,Nonstop Hef Hop,Hopworks Urban Brewery,"Portland, OR",American Pale Wheat Ale,16 oz.,3.90%,20
2392,Nonstop Hef Hop,Hopworks Urban Brewery,"Portland, OR",American Pale Wheat Ale,16 oz.,3.90%,20
2391,Nonstop Hef Hop,Hopworks Urban Brewery,"Portland, OR",American Pale Wheat Ale,16 oz.,3.90%,20
2390,Nonstop Hef Hop,Hopworks Urban Brewery,"Portland, OR",American Pale Wheat Ale,16 oz.,3.90%,20
2389,Nonstop Hef Hop,Hopworks Urban Brewery,"Portland, OR",American Pale Wheat Ale,16 oz.,3.90%,20
2388,Rise Up Red,Hopworks Urban Brewery,"Portland, OR",American Amber / Red Ale,16 oz.,5.80%,60
2387,Pine Belt Pale Ale,Southern Star Brewing Company,"Conroe, TX",American Pale Ale (APA),12 oz.,6.50%,45
2386,Third Eye Enlightened Pale Ale,Steamworks Brewing Company,"Durango, CO",American Pale Ale (APA),12 oz.,6.50%,65
2385,Watermelon Wheat,Horny Goat Brew Pub,"Milwaukee, WI",American Pale Wheat Ale,12 oz.,5.60%,N/A
2384,Laka Laka Pineapple,Horny Goat Brew Pub,"Milwaukee, WI",Hefeweizen,12 oz.,5.10%,17
2383,Oktoberfest,Horny Goat Brew Pub,"Milwaukee, WI",Märzen / Oktoberfest,16 oz.,6.00%,N/A
2382,Fat Paczki,Brewery Vivant,"Grand Rapids, MI",Belgian Dark Ale,16 oz.,???,N/A
2381,Earth-Like Planets,Brewery Vivant,"Grand Rapids, MI",Belgian Pale Ale,16 oz.,???,N/A
2380,IPA #11,Cheboygan Brewing Company,"Cheboygan, MI",American IPA,16 oz.,5.70%,58
2379,Blood Orange Honey,Cheboygan Brewing Company,"Cheboygan, MI",Fruit / Vegetable Beer,16 oz.,5.70%,10
2377,Main St. Virginia Ale,Center of the Universe Brewing C...,"Ashland, VA",Altbier,12 oz.,5.00%,40
2376,Summer Ale,Ipswich Ale Brewery,"Ipswich, MA",American Blonde Ale,12 oz,4.90%,N/A
2375,Mr. Blue Sky,Griffin Claw Brewing Company,"Birmingham, MI",American Pale Wheat Ale,16 oz.,4.50%,6
2374,Weisse Versa (2012),Karbach Brewing Company,"Houston, TX",Hefeweizen,12 oz.,5.20%,16
2373,Oktoberfest,Rivertowne Brewing Company,"Export, PA",Märzen / Oktoberfest,12 oz.,6.20%,N/A
2372,The Green Room,Uncle Billy's Brewery and Smokeh...,"Austin, TX",American IPA,16 oz.,6.00%,75
2371,Neato Bandito,Deep Ellum Brewing Company,"Dallas, TX",Euro Pale Lager,12 oz.,6.00%,N/A
2370,18th Anniversary Gose,Real Ale Brewing Company,"Blanco, TX",Gose,12 oz.,4.40%,5
2369,Straub Beer (Current),Straub Brewery,"St Mary's, PA",American Adjunct Lager,12 oz.,5.00%,N/A
2368,Black Hop IPA,Shebeen Brewing Company,"Wolcott, CT",American Black Ale,12 oz.,6.80%,N/A
2367,Humbucker Helles,Uncle Billy's Brewery and Smokeh...,"Austin, TX",Maibock / Helles Bock,16 oz.,4.70%,25
2366,Point Special (Current),Stevens Point Brewery,"Stevens Point, WI",American Adjunct Lager,12 oz.,4.70%,9
2365,Point Special,Stevens Point Brewery,"Stevens Point, WI",American Adjunct Lager,12 oz.,4.70%,9
2364,Royal Lager,Weston Brewing Company,"Weston, MO",American Pale Lager,16 oz.,???,N/A
2363,Hop Ryot,Jackie O's Pub & Brewery,"Athens, OH",American IPA,12 oz.,6.50%,N/A
2362,2014 IPA Cicada Series,Southern Prohibition Brewing Com...,"Hattiesburg, MS",American IPA,16 oz.,7.50%,72
2361,Axe Head Malt Liquor,Minhas Craft Brewery,"Monroe, WI",American Malt Liquor,24 oz.,9.90%,N/A
2360,Morning Wood Wheat (Current),Pug Ryan's Brewery,"Dillon, CO",American Pale Wheat Ale,12 oz.,5.90%,14
2359,Huber Bock (2014),Minhas Craft Brewery,"Monroe, WI",Bock,16 oz.,5.40%,N/A
2358,Minhas Light (2012),Minhas Craft Brewery,"Monroe, WI",Light Lager,12 oz.,4.00%,N/A
2357,Porter Culture,Hops & Grains Brewing Company,"Austin, TX",American Porter,12 oz.,6.50%,N/A
2356,Pay It Forward Cocoa Porter,West Sixth Brewing,"Lexington, KY",American Porter,12 oz.,7.00%,N/A
2355,Old Soul,Crazy Mountain Brewing Company,"Edwards, CO",Belgian Strong Pale Ale,12 oz.,7.50%,25
2354,Lighthouse Amber,Cheboygan Brewing Company,"Cheboygan, MI",Altbier,16 oz.,5.20%,N/A
2353,Sietsema Red Label,Sietsema Orchards and Cider Mill,"Ada, MI",Cider,16 oz.,6.90%,N/A
2352,Extra Pale Ale,Summit Brewing Company,"St Paul, MN",American Pale Ale (APA),12 oz.,5.30%,49
2351,Behemoth,Core Brewing & Distilling Company,"Springdale, AR",American Pilsner,12 oz.,5.00%,N/A
2350,Oklahoma Suks,Independence Brewing Company,"Austin, TX",American Amber / Red Ale,12 oz.,4.80%,32
2349,Cubano Espresso,Cigar City Brewing Company,"Tampa, FL",Bock,12 oz.,5.50%,25
2348,Rip Van Winkle (Current),Weston Brewing Company,"Weston, MO",Bock,12 oz.,8.00%,N/A
2347,Hunny Do Wheat,Third Street Brewhouse,"Cold Spring, MN",American Pale Wheat Ale,12 oz.,4.80%,18
2346,Sinister Minister Black IPA,Southern Prohibition Brewing Com...,"Hattiesburg, MS",American IPA,16 oz.,7.70%,65
2345,Gansett Light,Narragansett Brewing Company,"Providence, RI",Light Lager,16 oz.,3.70%,10
2344,O’Malley’s Stout,Weston Brewing Company,"Weston, MO",English Stout,12 oz.,???,N/A
2343,O’Malley’s IPA,Weston Brewing Company,"Weston, MO",American IPA,12 oz.,7.50%,89
2342,O’Malley’s Irish Style Cream Ale,Weston Brewing Company,"Weston, MO",Cream Ale,12 oz.,???,N/A
2341,L'il Lucy's Hot Pepper Ale,Weston Brewing Company,"Weston, MO",Chile Beer,12 oz.,4.90%,28
2340,Drop Kick Ale,Weston Brewing Company,"Weston, MO",American Amber / Red Ale,12 oz.,5.20%,N/A
2339,Little Red Cap,Grimm Brothers Brewhouse,"Loveland, CO",Altbier,12 oz.,6.30%,43
2338,Shark Tracker Light lager,Cisco Brewers,"Nantucket, MA",Light Lager,12 oz.,4.80%,N/A
2337,Charlie's Rye IPA,Angry Minnow,"Hayward, WI",American IPA,16 oz.,6.00%,N/A
2336,New Cleveland Palesner,Platform Beer Company,"Cleveland, OH",American Pilsner,12 oz.,5.00%,N/A
2335,Perpetual Darkness,Odyssey Beerwerks,"Arvada, CO",Belgian Strong Dark Ale,12 oz.,9.20%,72
2334,Clan Warrior,Odyssey Beerwerks,"Arvada, CO",Scotch Ale / Wee Heavy,12 oz.,8.70%,29
2333,Psycho Penguin Vanilla Porter,Odyssey Beerwerks,"Arvada, CO",American Porter,12 oz.,5.40%,36
2332,Deadeye Jack,Lonerider Brewing Company,"Raleigh, NC",American Porter,12 oz.,6.00%,N/A
2331,Watershed IPA,Oakshire Brewing,"Eugene, OR",American IPA,12 oz.,6.70%,70
2330,Pistols at Dawn,Lonerider Brewing Company,"Raleigh, NC",American Stout,16 oz.,7.50%,N/A
2329,Peacemaker Pale Ale,Lonerider Brewing Company,"Raleigh, NC",American Pale Ale (APA),12 oz.,5.70%,47
2327,Shotgun Betty,Lonerider Brewing Company,"Raleigh, NC",Hefeweizen,12 oz.,5.80%,11
2326,Sweet Josie,Lonerider Brewing Company,"Raleigh, NC",American Brown Ale,12 oz.,6.10%,30
2325,Smitten,Bell's Brewery,"Kalamazoo, MI",Rye Beer,16 oz.,6.00%,N/A
2324,Cast Iron Oatmeal Brown,4 Hands Brewing Company,"Saint Louis, MO",American Brown Ale,12 oz.,5.50%,N/A
2323,Ultra Gnar Gnar IPA,Base Camp Brewing Co.,"Portland, OR",American IPA,12 oz.,6.70%,60
2322,Fort Pitt Ale,Fort Pitt Brewing Company,"Latrobe, PA",American Amber / Red Ale,12 oz.,???,N/A
2321,Turnrow Harvest Ale,Tin Roof Brewing Company,"Baton Rouge, LA",American Blonde Ale,12 oz.,5.50%,N/A
2320,Jack the Sipper,Southern Prohibition Brewing Com...,"Hattiesburg, MS",Extra Special / Strong Bitter (ESB),12 oz.,5.30%,45
2319,Knotty Blonde Ale,Three Creeks Brewing,"Sisters, OR",American Blonde Ale,12 oz.,4.00%,18
2318,Ginja Ninja,2 Towns Ciderhouse,"Corvallis, OR",Cider,12 ounce,6.00%,N/A
2317,Fivepine Chocolate Porter,Three Creeks Brewing,"Sisters, OR",American Porter,12 oz.,6.20%,40
2316,Hoodoo Voodoo IPA,Three Creeks Brewing,"Sisters, OR",American IPA,12 oz.,6.20%,82
2315,Hopportunity Knocks IPA,Caldera Brewing Company,"Ashland, OR",American IPA,12 oz.,6.80%,100
2314,Wild Trail Pale Ale,Greenbrier Valley Brewing Company,"Lewisburg, WV",American Pale Ale (APA),12 oz.,5.70%,44
2313,Mothman Black IPA,Greenbrier Valley Brewing Company,"Lewisburg, WV",American Black Ale,12 oz.,6.70%,71
2312,Camelback,Phoenix Ale Brewery,"Phoenix, AZ",American IPA,12 oz.,6.10%,60
2311,Knotty Pine,Lumberyard Brewing Company,"Flagstaff, AZ",American Pale Ale (APA),12 oz.,5.40%,N/A
2310,PUNK'N,Uinta Brewing Company,"Salt Lake City, UT",Pumpkin Ale,12 oz.,5.00%,10
2309,Sunbru Kölsch,Four Peaks Brewing Company,"Tempe, AZ",Kölsch,12 oz.,5.20%,17
2308,River House,Martin House Brewing Company,"Fort Worth, TX",Saison / Farmhouse Ale,16 oz.,5.00%,20
2307,Smooth Operator,Right Brain Brewery,"Traverse City, MI",Cream Ale,16 oz.,3.80%,N/A
2306,Summer Brew,"Woodstock Inn, Station & Brewery","North Woodstock, NH",American Pilsner,12 oz.,2.80%,15
2305,Homefront IPA,Sly Fox Brewing Company,"Phoenixville, PA",American IPA,12 oz.,6.00%,70
2304,Sundown,Round Guys Brewing,"Lansdale, PA",Saison / Farmhouse Ale,12 oz.,7.10%,36
2303,Beer Agent Re-Ignition,Great Crescent Brewery,"Aurora, IN",American Blonde Ale,16 oz.,5.30%,22
2302,Pinner Throwback IPA,Oskar Blues Brewery,"Longmont, CO",American IPA,12 oz.,4.90%,35
2301,Power & Light,Independence Brewing Company,"Austin, TX",American Pale Ale (APA),12 oz.,5.50%,42
2300,1492,Boxcar Brewing Company,"West Chester, PA",American Pale Ale (APA),12 oz.,6.50%,N/A
2299,Mango Ginger,Boxcar Brewing Company,"West Chester, PA",American IPA,12 oz.,5.80%,N/A
2298,Passenger,Boxcar Brewing Company,"West Chester, PA",English Dark Mild Ale,12 oz.,4.70%,N/A
2297,Devil's Harvest Extra Pale Ale,Southern Prohibition Brewing Com...,"Hattiesburg, MS",American Pale Ale (APA),12 oz.,5.80%,60
2296,Suzy B Dirty Blonde Ale,Southern Prohibition Brewing Com...,"Hattiesburg, MS",American Blonde Ale,12 oz.,5.00%,20
2295,The Golden One,High Hops Brewery,"Windsor, CO",American Pilsner,12 oz.,6.30%,21
2294,The Power of Zeus,High Hops Brewery,"Windsor, CO",American Pale Ale (APA),12 oz.,7.00%,68
2293,Aviator Raspberry Blonde,Crooked Fence Brewing Company,"Garden City, ID",American Blonde Ale,12 oz.,4.90%,25
2292,Little Sister India Style Session Ale,Everybody's Brewing,"White Salmon, WA",American IPA,12 oz.,4.30%,60
2291,Blood Orange Gose,Anderson Valley Brewing Company,"Boonville, CA",Gose,12 oz.,4.20%,N/A
2290,Ski Patrol,Brewery Vivant,"Grand Rapids, MI",Witbier,16 oz.,6.10%,N/A
2289,Mastermind,Fiddlehead Brewing Company,"Shelburne, VT",American Double / Imperial IPA,12 oz.,8.10%,N/A
2288,Reprise Centennial Red,4 Hands Brewing Company,"Saint Louis, MO",American Amber / Red Ale,12 oz.,6.00%,N/A
2287,Alter Ego,4 Hands Brewing Company,"Saint Louis, MO",American Black Ale,12 oz.,5.50%,N/A
2286,Divided Sky,4 Hands Brewing Company,"Saint Louis, MO",American IPA,12 oz.,6.50%,N/A
2285,Resurrected,4 Hands Brewing Company,"Saint Louis, MO",American IPA,12 oz.,6.50%,N/A
2284,Hinchtown Hammer Down,Flat 12 Bierwerks,"Indianapolis, IN",American Blonde Ale,16 oz.,5.00%,27
2283,Nomader Weiss,Evil Twin Brewing,"Brooklyn, NY",Berliner Weissbier,12 oz.,4.00%,N/A
2282,Huber,Minhas Craft Brewery,"Monroe, WI",American Pale Lager,12 oz.,5.00%,N/A
2281,Clear Creek Ice,Minhas Craft Brewery,"Monroe, WI",American Pale Lager,16 oz.,6.20%,N/A
2280,Clear Creek Ice,Minhas Craft Brewery,"Monroe, WI",American Pale Lager,12 oz.,6.20%,N/A
2279,Mountain Crest,Minhas Craft Brewery,"Monroe, WI",American Pale Lager,16 oz.,5.50%,N/A
2278,Mountain Crest,Minhas Craft Brewery,"Monroe, WI",American Pale Lager,12 oz.,5.50%,N/A
2277,Mountain Creek (2013),Minhas Craft Brewery,"Monroe, WI",American Pale Lager,12 oz.,5.50%,N/A
2276,Boxer,Minhas Craft Brewery,"Monroe, WI",American Adjunct Lager,24 oz.,5.00%,N/A
2275,Boxer Light,Minhas Craft Brewery,"Monroe, WI",Light Lager,12 oz.,4.20%,N/A
2274,Boxer Ice,Minhas Craft Brewery,"Monroe, WI",American Adjunct Lager,12 oz.,5.50%,N/A
2273,Boxer,Minhas Craft Brewery,"Monroe, WI",American Adjunct Lager,12 oz.,5.00%,N/A
2272,Rebirth Pale Ale,New Orleans Lager & Ale Brewing ...,"New Orleans, LA",American Pale Ale (APA),12 oz.,5.00%,N/A
2271,Ball & Chain (2014),Spiteful Brewing Company,"Chicago, IL",American Pale Ale (APA),16 oz.,5.80%,N/A
2270,Point Cascade Pale Ale (2013),Stevens Point Brewery,"Stevens Point, WI",American Pale Ale (APA),12 oz.,5.40%,33
2269,Rahr's Blonde,Rahr & Sons Brewing Company,"Fort Worth, TX",Munich Helles Lager,12 oz.,4.60%,N/A
2268,Pretzel Stout,Martin House Brewing Company,"Fort Worth, TX",American Stout,16 oz.,6.50%,47
2267,Walloon,Southern Star Brewing Company,"Conroe, TX",Saison / Farmhouse Ale,12 oz.,5.50%,N/A
2266,Rad,Sixpoint Craft Ales,"Brooklyn, NY",Fruit / Vegetable Beer,16 oz.,3.20%,7
2265,Devil's Cup,18th Street Brewery,"Gary, IN",American Pale Ale (APA),12 oz.,6.60%,N/A
2264,Rise of the Phoenix,18th Street Brewery,"Gary, IN",American IPA,12 oz.,7.10%,N/A
2263,Sinister,18th Street Brewery,"Gary, IN",American Double / Imperial IPA,12 oz.,9.00%,N/A
2262,Sex and Candy,18th Street Brewery,"Gary, IN",American IPA,12 oz.,7.50%,N/A
2261,Black Exodus,18th Street Brewery,"Gary, IN",Oatmeal Stout,12 oz.,7.70%,N/A
2260,Lake Street Express,18th Street Brewery,"Gary, IN",American Pale Ale (APA),12 oz.,4.50%,N/A
2259,Foreman,18th Street Brewery,"Gary, IN",American Porter,12 oz.,6.50%,N/A
2258,Jade,18th Street Brewery,"Gary, IN",American Pale Ale (APA),12 oz.,5.50%,N/A
2257,Remain in Light,Cambridge Brewing Company,"Cambridge, MA",American Pilsner,12 oz.,5.00%,N/A
2256,Flower Child (2014),Cambridge Brewing Company,"Cambridge, MA",American IPA,12 oz.,6.50%,N/A
2255,Santa's Secret,Carolina Brewery,"Pittsboro, NC",Winter Warmer,16 oz.,5.90%,22
2254,Salamander Slam,Frog Level Brewing Company,"Waynesville, NC",American IPA,16 oz.,7.00%,73
2253,Blonde Hunny,Wild Wolf Brewing Company,"Nellysford, VA",Belgian Pale Ale,12 oz.,6.80%,21
2252,Gran Sport,COOP Ale Works,"Oklahoma City, OK",American Porter,16 oz.,5.20%,N/A
2251,Oak Cliff Coffee Ale,Deep Ellum Brewing Company,"Dallas, TX",American Brown Ale,12 oz.,7.50%,33
2250,Seventh Son of a Seventh Son,Seventh Son Brewing Company,"Columbus, OH",American Strong Ale,16 oz.,7.70%,40
2249,Sanctified,Round Guys Brewing,"Lansdale, PA",Belgian Strong Pale Ale,12 oz.,9.90%,N/A
2248,Molotov Lite,Evil Twin Brewing,"Brooklyn, NY",American Double / Imperial IPA,16 oz.,8.50%,N/A
2247,Lake Monster,Oasis Texas Brewing Company,"Austin, TX",Baltic Porter,16 oz.,8.20%,25
2246,Night Cat,Two Brothers Brewing Company,"Warrenville, IL",American Dark Wheat Ale,12 oz.,5.80%,43
2245,Nunica Pine,Vander Mill Ciders,"Spring Lake, MI",Cider,16 oz.,6.80%,N/A
2244,Ginger Peach,Vander Mill Ciders,"Spring Lake, MI",Cider,16 oz.,6.90%,N/A
2242,Gunga Din,St. Julian Winery,"Paw Paw, MI",Cider,16 oz.,5.20%,N/A
2241,Viking Ice Hole,Brewery Vivant,"Grand Rapids, MI",Oatmeal Stout,16 oz.,6.30%,N/A
2240,Rye Porter,Brewery Vivant,"Grand Rapids, MI",American Porter,16 oz.,5.60%,N/A
2239,Torpedo,Sierra Nevada Brewing Company,"Chico, CA",American IPA,12 oz.,7.20%,65
2238,Lobo Lito,Pedernales Brewing Company,"Fredericksburg, TX",Light Lager,12 oz.,4.00%,12
2237,Towhead,Mother's Brewing,"Springfield, MO",American Blonde Ale,12 oz.,5.20%,21
2236,Monkadelic,Modern Monks Brewery,"Lincoln, NE",American Pale Ale (APA),12 oz.,4.20%,N/A
2235,Day Hike Session,Two Beers Brewing Company,"Seattle, WA",American IPA,12 oz.,4.10%,41
2234,Monarch Pilsner,Snake River Brewing Company,"Jackson, WY",American Pilsner,12 oz.,5.00%,N/A
2233,American Lager,Straub Brewery,"St Mary's, PA",American Adjunct Lager,12 oz.,4.10%,8
2232,American Amber,Straub Brewery,"St Mary's, PA",American Amber / Red Lager,12 oz.,4.10%,8
2231,American Light,Straub Brewery,"St Mary's, PA",Light Lager,12 oz.,3.20%,13
2230,Ranger IPA,New Belgium Brewing Company,"Fort Collins, CO",American IPA,12 oz.,6.50%,70
2229,Pride of Texas Pale Ale,Rahr & Sons Brewing Company,"Fort Worth, TX",American Pale Ale (APA),12 oz.,5.80%,60
2228,Point Special,Stevens Point Brewery,"Stevens Point, WI",American Adjunct Lager,12 oz.,4.70%,9
2227,Dark Voyage Black IPA (2013),Capital Brewery,"Middleton, WI",American Black Ale,12 oz.,6.50%,80
2226,Wisconsin Amber,Capital Brewery,"Middleton, WI",Vienna Lager,12 oz.,5.20%,28
2225,Lake House,Capital Brewery,"Middleton, WI",Munich Helles Lager,12 oz.,4.60%,18
2224,Bohemian Pils,Narragansett Brewing Company,"Providence, RI",American Pilsner,16 oz.,5.20%,30
2223,Ermal's,Warped Wing Brewing Company,"Dayton, OH",Cream Ale,16 oz.,5.40%,20
2222,10 Ton,Warped Wing Brewing Company,"Dayton, OH",Oatmeal Stout,16 oz.,7.00%,N/A
2221,Flyin' Rye,Warped Wing Brewing Company,"Dayton, OH",American IPA,16 oz.,7.00%,N/A
2220,Barn Yeti,450 North Brewing Company,"Columbus, IN",Belgian Strong Dark Ale,16 oz.,9.00%,N/A
2219,Scarecrow,450 North Brewing Company,"Columbus, IN",American IPA,16 oz.,6.90%,65
2218,Ironman,450 North Brewing Company,"Columbus, IN",English Strong Ale,16 oz.,9.00%,50
